mineral name,chemistry,Ba,Ca,K,Mg,Na,Sr,Fe3+,Ti4+,B,Al,Si,O,a,b,c,α,β,γ,volume,P,T,crystal system,space group,citation text,notes
Albite,Na.991Ca.007K.002Al1.007Si2.993O8,0,0.007,0.002,0,0.991,0,0,0,0,1.007,2.993,8,8.139,12.782,7.157,94.29,116.6,87.69,663.869,,,triclinic,P1,Schweizerische Mineralogische und Petrographische Mitteilungen 47 (1967) 333-349,Sample #167
Albite,Na.875Ca.111K.014Al1.111Si2.889O8,0,0.111,0.014,0,0.875,0,0,0,0,1.111,2.889,8,8.148,12.798,7.156,94.2,116.57,87.85,665.604,,,triclinic,P1,Schweizerische Mineralogische und Petrographische Mitteilungen 47 (1967) 333-349,Sample #110
Albite,Na.686 K.334 Ca.008 (Al Si3) O8,0,0.008,0.334,0,0.686,0,0.014,0,0,0.987,2.994,8,8.29,12.966,7.151,91.18,116.31,90.14,688.819,,23 C,triclinic,C1,American Mineralogist 67 (1982) 975-996,"Locality: Grande Calderira, Azores"
Albite,Na.865Ca.130K.005Al1.130Si2.870O8,0,0.13,0.005,0,0.865,0,0,0,0,1.13,2.87,8,8.149,12.804,7.142,94.07,116.52,88.45,665.094,,,triclinic,P1,Schweizerische Mineralogische und Petrographische Mitteilungen 47 (1967) 333-349,Sample #278
Albite,(Na.821 Ca.179) (Al1.179 Si2.821) O8,0,0.179,0,0,0.821,0,0,0,0,1.179,2.821,8,8.154,12.823,7.139,94.06,116.5,88.59,666.322,,,triclinic,C1,Zeitschrift fur Kristallographie 133 (1971) 43-65,"Locality: Camedo, Switzerland"
Albite,(Na0.77Ca0.20K0.03)(Al1.20Si2.80)O8,0,0.2,0.03,0,0.77,0,0,0,0,1.2,2.8,8,8.168,12.839,7.138,93.83,116.45,88.91,668.6,,,triclinic,C1,Geochimica et Cosmochimica Acta 49 (1985) 947-966,"Locality: Hawk Mine, Bakersville, Mitchell County, North Carolina, USA. Sample: Hawk b"
Albite,Na.828Ca.165K.007Al1.165Si2.835O8,0,0.165,0.007,0,0.828,0,0,0,0,1.165,2.835,8,8.151,12.814,7.138,94.01,116.5,88.63,665.556,,,triclinic,P1,Schweizerische Mineralogische und Petrographische Mitteilungen 47 (1967) 333-349,Sample #84
Albite,Na.822Ca.172K.006Al1.172Si2.828O8,0,0.172,0.006,0,0.822,0,0,0,0,1.172,2.828,8,8.154,12.826,7.137,93.94,116.48,88.74,666.494,,,triclinic,P1,Schweizerische Mineralogische und Petrographische Mitteilungen 47 (1967) 333-349,Sample #171
Albite,Na.806Ca.185K.009Al1.185Si2.815O8,0,0.185,0.009,0,0.806,0,0,0,0,1.185,2.815,8,8.158,12.831,7.137,93.94,116.45,88.8,667.247,,,triclinic,P1,Schweizerische Mineralogische und Petrographische Mitteilungen 47 (1967) 333-349,Sample #67
Albite,Na.759Ca.202K.039Al1.202Si2.798O8,0,0.202,0.039,0,0.759,0,0,0,0,1.202,2.798,8,8.162,12.827,7.137,93.88,116.46,88.85,667.353,,,triclinic,P1,Schweizerische Mineralogische und Petrographische Mitteilungen 47 (1967) 333-349,Sample #162
Albite,(Na0.67K0.18Ca0.15)Σ=1Al1.00(Si2.85Al0.15)Σ=3O8,0,0.15,0.18,0,0.67,0,0,0,0,1.15,2.85,8,8.235,12.9316,7.1343,92.47,116.3,90.25,680.234,,,triclinic,,R060054,"Locality: Mt. Erebus, Antarctica"
Albite,Na.815Ca.176K.009Al1.176Si2.824O8,0,0.176,0.009,0,0.815,0,0,0,0,1.176,2.824,8,8.153,12.824,7.134,93.95,116.46,88.84,666.122,,,triclinic,P1,Schweizerische Mineralogische und Petrographische Mitteilungen 47 (1967) 333-349,Sample #2
Albite,Na.773Ca.215K.012Al1.215Si2.785O8,0,0.215,0.012,0,0.773,0,0,0,0,1.215,2.785,8,8.153,12.83,7.134,93.9,116.43,88.94,666.635,,,triclinic,P1,Schweizerische Mineralogische und Petrographische Mitteilungen 47 (1967) 333-349,Sample #166
Albite,Na.781Ca.210K.009Al1.210Si2.790O8,0,0.21,0.009,0,0.781,0,0,0,0,1.21,2.79,8,8.161,12.836,7.131,93.89,116.45,89.01,667.2,,,triclinic,P1,Schweizerische Mineralogische und Petrographische Mitteilungen 47 (1967) 333-349,Sample #288
Albite,Na.816Ca.179K.005Al1.179Si2.821O8,0,0.179,0.005,0,0.816,0,0,0,0,1.179,2.821,8,8.155,12.834,7.13,93.88,116.45,89.07,666.509,,,triclinic,P1,Schweizerische Mineralogische und Petrographische Mitteilungen 47 (1967) 333-349,Sample #104
Albite,(Na0.75Ca0.25)(Al1.25Si2.75)O8,0,0.25,0,0,0.75,0,0,0,0,1.25,2.75,8,8.1605,12.8391,7.1288,93.833,116.44,89.124,667.2,,,triclinic,C1,Journal of Geophysical Research 121 (2016) 1-13,"Locality: Monson Gneiss, Massachusetts, USA"
Albite,(Al Si3) Na.856 K.141 Ca.026 O8,0,0.026,0.141,0,0.856,0,0.006,0,0,1.077,2.927,8,8.2168,12.9166,7.127,92.754,116.357,90.239,676.721,,23 C,triclinic,C1,American Mineralogist 67 (1982) 975-996,"Locality: Kakanui, New Zealand"
Albite,(Na0.71Ca0.27K0.02)(Al1.27Si2.73)O8,0,0.27,0.02,0,0.71,0,0,0,0,1.27,2.73,8,8.165,12.849,7.127,93.71,116.38,89.25,668.4,,,triclinic,C1,Geochimica et Cosmochimica Acta 49 (1985) 947-966,"Locality: Head of Little Rock Creek, Mitchell County, North Carolina, USA. Sample: 97490"
Albite,Na.737Ca.253K.010Al1.253Si2.747O8,0,0.253,0.01,0,0.737,0,0,0,0,1.253,2.747,8,8.159,12.843,7.127,93.8,116.41,89.28,667.279,,,triclinic,P1,Schweizerische Mineralogische und Petrographische Mitteilungen 47 (1967) 333-349,Sample #170
Albite,Na.734Ca.256K.010Al1.256Si2.744O8,0,0.256,0.01,0,0.734,0,0,0,0,1.256,2.744,8,8.158,12.837,7.124,93.8,116.4,89.26,666.667,,,triclinic,P1,Schweizerische Mineralogische und Petrographische Mitteilungen 47 (1967) 333-349,Sample #193
Albite,Na.712Ca.280K.008Al1.280Si2.720O8,0,0.28,0.008,0,0.712,0,0,0,0,1.28,2.72,8,8.163,12.853,7.124,93.71,116.36,89.38,668.188,,,triclinic,P1,Schweizerische Mineralogische und Petrographische Mitteilungen 47 (1967) 333-349,Sample #101
Albite,(Na.723 Ca.277) (Al1.277 Si2.723) O8,0,0.277,0,0,0.723,0,0,0,0,1.277,2.723,8,8.169,12.851,7.124,93.63,116.4,89.46,668.391,,,triclinic,C1,Zeitschrift fur Kristallographie 133 (1971) 43-65,"Locality: Camedo, Switzerland"
Albite,Na.758Ca.239K.003Al1.239Si2.761O8,0,0.239,0.003,0,0.758,0,0,0,0,1.239,2.761,8,8.154,12.847,7.12,93.79,116.42,89.45,666.328,,,triclinic,P1,Schweizerische Mineralogische und Petrographische Mitteilungen 47 (1967) 333-349,Sample #114
Albite,Na.584Ca.374K.042Al1.374Si2.626O8,0,0.374,0.042,0,0.584,0,0,0,0,1.374,2.626,8,8.171,12.862,7.119,93.59,116.3,89.68,669.206,,,triclinic,P1,Schweizerische Mineralogische und Petrographische Mitteilungen 47 (1967) 333-349,Sample #5
Albite,(Na0.64Ca0.35K0.01)(Al1.35Si2.65)O8,0,0.35,0.01,0,0.64,0,0,0,0,1.35,2.65,8,8.162,12.853,7.118,93.65,116.36,89.67,667.5,,,triclinic,C1,Geochimica et Cosmochimica Acta 49 (1985) 947-966,"Locality: North Mine, Broken Hill, New South Wales, Australia. Sample: 91315C"
Albite,(Na0.59Ca0.40K0.01)(Al1.40Si2.60)O8,0,0.4,0.01,0,0.59,0,0,0,0,1.4,2.6,8,8.163,12.857,7.116,93.57,116.28,89.79,668,,,triclinic,C1,Geochimica et Cosmochimica Acta 49 (1985) 947-966,"Locality: Belleau-Desaulniere area, Quebec, Canada. Sample: T-12-22a"
Albite,Na.643Ca.353K.004Al1.353Si2.647O8,0,0.353,0.004,0,0.643,0,0,0,0,1.353,2.647,8,8.161,12.859,7.116,93.66,116.3,89.71,667.878,,,triclinic,P1,Schweizerische Mineralogische und Petrographische Mitteilungen 47 (1967) 333-349,Sample #136
Albite,Na.550Ca.437K.013Al1.437Si2.563O8,0,0.437,0.013,0,0.55,0,0,0,0,1.437,2.563,8,8.172,12.865,7.116,93.6,116.27,89.66,669.334,,,triclinic,P1,Schweizerische Mineralogische und Petrographische Mitteilungen 47 (1967) 333-349,Sample #237
Albite,(Na0.63Ca0.37)(Al1.37Si2.63)O8,0,0.37,0,0,0.63,0,0,0,0,1.37,2.63,8,8.16577,12.85623,7.11418,93.622,116.278,89.679,668.123,,,triclinic,C1,Journal of Geophysical Research 121 (2016) 1-13,"Locality: Andesine, Sannidal, Norway"
Albite,Na.578Ca.418K.004Al1.418Si2.582O8,0,0.418,0.004,0,0.578,0,0,0,0,1.418,2.582,8,8.17,12.869,7.114,93.42,116.28,90.06,669.146,,,triclinic,P1,Schweizerische Mineralogische und Petrographische Mitteilungen 47 (1967) 333-349,Sample #94
Albite,(Na0.77Ca0.20K0.03)(Al1.20Si2.80)O8,0,0.2,0.03,0,0.77,0,0,0,0,1.2,2.8,8,8.168,12.881,7.113,93.37,116.33,90.24,669.2,,,triclinic,C1,Geochimica et Cosmochimica Acta 49 (1985) 947-966,"Locality: Hawk Mine, Bakersville, Mitchell County, North Carolina, USA. Sample: Hawk b/1, sample was heat treated for 48 days at 1110 C"
Albite,Na.520Ca.478K.002Al1.478Si2.522O8,0,0.478,0.002,0,0.52,0,0,0,0,1.478,2.522,8,8.166,12.851,7.113,93.61,116.26,89.64,667.888,,,triclinic,P1,Schweizerische Mineralogische und Petrographische Mitteilungen 47 (1967) 333-349,Sample #91
Albite,Na.564Ca.432K.004Al1.432Si2.568O8,0,0.432,0.004,0,0.564,0,0,0,0,1.432,2.568,8,8.167,12.856,7.113,93.6,116.27,89.71,668.158,,,triclinic,P1,Schweizerische Mineralogische und Petrographische Mitteilungen 47 (1967) 333-349,Sample #212
Anorthite,Ca0.50Na0.47K0.03Al1.50Si2.50O8,0,0.5,0.03,0,0.47,0,0,0,0,1.5,2.5,8,8.1749,12.859,7.1125,93.52,116.245,89.93,669.051,,,triclinic,,R050104,Locality: unknown
Albite,Ca.24 Na.26 (Al.735 Si1.265) O4,0,0.48,0,0,0.52,0,0,0,0,1.48,2.52,8,8.179,12.88,7.112,93.44,116.21,90.23,670.583,,,triclinic,C1,American Mineralogist 71 (1986) 1399-1408,"Locality: Hogarth Ranges, northern New South Wales, Australia"
Anorthite,(Na0.44K0.03Ca0.53)Σ=1Al1.53Si2.47O8,0,0.53,0.03,0,0.44,0,0,0,0,1.53,2.47,8,8.1789,12.866,7.1117,93.531,116.246,89.92,669.655,,,triclinic,,R060275,Locality: Madagascar
Albite,(Na0.51Ca0.49)(Al1.49Si2.51)O8,0,0.49,0,0,0.51,0,0,0,0,1.49,2.51,8,8.167,12.854,7.111,93.61,116.24,89.83,668,,,triclinic,C1,Geochimica et Cosmochimica Acta 49 (1985) 947-966,"Locality: Stirling Hill, Broken Hill, New South Wales, Australia. Sample: 91413b"
Albite,(Na0.71Ca0.27K0.02)(Al1.27Si2.73)O8,0,0.27,0.02,0,0.71,0,0,0,0,1.27,2.73,8,8.169,12.88,7.111,93.37,116.28,90.26,669.4,,,triclinic,C1,Geochimica et Cosmochimica Acta 49 (1985) 947-966,"Locality: Head of Little Rock Creek, Mitchell County, North Carolina, USA. Sample: 97490/1, sample was heat treated for 38 days at 1148 C"
Albite,(Na0.98Ca0.01K0.01)(Al1.01Si2.99)O8,0,0.01,0.01,0,0.98,0,0,0,0,1.01,2.99,8,8.162,12.878,7.111,93.46,116.42,90.28,667.7,,,triclinic,C1,Geochimica et Cosmochimica Acta 49 (1985) 947-966,"Locality: Amelia Courthouse, Amerlia County, Virginia, USA. Sample: Amelia Ab/2, sample was heat treated for 42 days at 1067 C"
Albite,(Na0.52Ca0.48)(Al1.48Si2.52)O8,0,0.48,0,0,0.52,0,0,0,0,1.48,2.52,8,8.1744,12.8638,7.1102,93.525,116.236,89.915,669.1,,,triclinic,C1,Journal of Geophysical Research 121 (2016) 1-13,
Albite,(Na.998 K.002) (Si3 Al) O8,0,0,0.002,0,0.998,0,0,0,0,1,3,8,8.161,12.875,7.11,93.53,116.46,90.24,667.122,,25 C,triclinic,C1,American Mineralogist 64 (1979) 409-423,"Locality: Tiburon, Marin County, California, USA"
Anorthite,Na0.452Ca0.538K0.010Al1.538Si2.462O8,0,0.538,0.01,0,0.452,0,0,0,0,1.538,2.462,8,8.173,12.855,7.11,93.58,116.23,89.79,668.537,,,triclinic,P1,Schweizerische Mineralogische und Petrographische Mitteilungen 47 (1967) 333-349,Sample #74
Albite,(Na0.64Ca0.35K0.01)(Al1.35Si2.65)O8,0,0.35,0.01,0,0.64,0,0,0,0,1.35,2.65,8,8.164,12.875,7.109,93.47,116.24,90.27,668.6,,,triclinic,C1,Geochimica et Cosmochimica Acta 49 (1985) 947-966,"Locality: North Mine, Broken Hill, New South Wales, Australia. Sample: 91315C/1, same was heat treated for 38 days at 1448 C"
Anorthite,Na.407Ca.581K.012Al1.581Si2.419O8,0,0.581,0.012,0,0.407,0,0,0,0,1.581,2.419,8,8.18,12.87,7.109,93.52,116.2,90.04,669.928,,,triclinic,P1,Schweizerische Mineralogische und Petrographische Mitteilungen 47 (1967) 333-349,Sample #96
Albite,(Na0.59Ca0.40K0.01)(Al1.40Si2.60)O8,0,0.4,0.01,0,0.59,0,0,0,0,1.4,2.6,8,8.167,12.877,7.108,93.42,116.23,90.31,669,,,triclinic,C1,Geochimica et Cosmochimica Acta 49 (1985) 947-966,"Locality: Belleau-Desaulniere area, Quebec, Canada. Sample: T-12-22a/1, sample was heat treated for 35 days at 1192 C"
Anorthite,(Ca0.60Na0.38K0.02)(Al1.60Si2.40)O8,0,0.6,0.02,0,0.38,0,0,0,0,1.6,2.4,8,8.182,12.87,7.108,93.47,116.16,90.1,670.3,,,triclinic,C1,Geochimica et Cosmochimica Acta 49 (1985) 947-966,"Locality: Duluth, Minnesota, USA. Sample: 11044p1"
Anorthite,Na.455Ca.537K.008Al1.537Si2.463O8,0,0.537,0.008,0,0.455,0,0,0,0,1.537,2.463,8,8.169,12.862,7.108,93.58,116.22,89.81,668.436,,,triclinic,P1,Schweizerische Mineralogische und Petrographische Mitteilungen 47 (1967) 333-349,Sample #81
Albite,(Na.983 Ca.012 K.005) Si2.8 Al.8 O8,0,0.012,0.005,0,0.983,0,0,0,0,1.012,2.988,8,8.1535,12.8694,7.107,93.521,116.458,90.257,665.95,,24 C,triclinic,C1,American Mineralogist 61 (1976) 1213-1225,Locality: synthetic
Anorthite,Na.447Ca.543K.010Al1.543Si2.457O8,0,0.543,0.01,0,0.447,0,0,0,0,1.543,2.457,8,8.172,12.861,7.107,93.52,116.22,90.03,668.506,,,triclinic,P1,Schweizerische Mineralogische und Petrographische Mitteilungen 47 (1967) 333-349,Sample #48
Anorthite,Na.400Ca.598K.002Al1.598Si2.402O8,0,0.598,0.002,0,0.4,0,0,0,0,1.598,2.402,8,8.173,12.862,7.107,93.56,116.19,89.98,668.797,,,triclinic,P1,Schweizerische Mineralogische und Petrographische Mitteilungen 47 (1967) 333-349,Sample #11
Albite,(Na0.51Ca0.49)(Al1.49Si2.51)O8,0,0.49,0,0,0.51,0,0,0,0,1.49,2.51,8,8.169,12.875,7.106,93.5,116.15,90.37,669.1,,,triclinic,C1,Geochimica et Cosmochimica Acta 49 (1985) 947-966,"Locality: Stirling Hill, Broken Hill, New South Wales, Australia. Sample: 91413b/1, sample was heat treated for 25 days at 1250 C"
Anorthite,(Na0.40K0.02Ca0.58)Al1.58Si2.42O8,0,0.58,0.02,0,0.4,0,0,0,0,1.58,2.42,8,8.1753,12.8785,7.1058,93.42,116.097,90.416,670.201,,,triclinic,,R060082,"Locality: Pinacate Mountains, Sonora, Mexico"
Anorthite,(Ca0.60Na0.39K0.01)(Al1.60Si2.40)O8,0,0.6,0.01,0,0.39,0,0,0,0,1.6,2.4,8,8.176,12.856,7.105,93.5,116.2,90.07,668.4,,,triclinic,C1,Geochimica et Cosmochimica Acta 49 (1985) 947-966,"Locality: Gulela Hills, Tanzania. Sample: 67796b"
Anorthite,(Ca0.71Na0.28K0.01)(Al1.71Si2.29)O8,0,0.71,0.01,0,0.28,0,0,0,0,1.71,2.29,8,8.181,12.871,7.104,93.43,116.15,90.43,669.8,,,triclinic,C1,Geochimica et Cosmochimica Acta 49 (1985) 947-966,"Locality: Moelyk, Bushveld complex, E. Transvaal. Sample: 42771b"
Anorthite,(Ca0.67Na0.32K0.01)(Al1.67Si2.33)O8,0,0.67,0.01,0,0.32,0,0,0,0,1.67,2.33,8,8.18,12.873,7.104,93.46,116.13,90.4,669.9,,,triclinic,C1,Geochimica et Cosmochimica Acta 49 (1985) 947-966,"Locality: Skaergaard intrustion, E. Greenland. Sample: SKHHM"
Anorthite,(Ca0.60Na0.38K0.02)(Al1.60Si2.40)O8,0,0.6,0.02,0,0.38,0,0,0,0,1.6,2.4,8,8.178,12.876,7.103,93.44,116.06,90.45,670.2,,,triclinic,C1,Geochimica et Cosmochimica Acta 49 (1985) 947-966,"Locality: Duluth, Minnesota, USA. Sample: 11044p1/1, sample was heat treated for 10-14 days at 1278 C"
Anorthite,Ca.32 Na.18 Si1.184 Al.814 O4,0,0.64,0,0,0.36,0,0,0,0,1.628,2.368,8,8.151,12.829,7.103,93.62,116.21,89.7,664.843,,,triclinic,C1,American Mineralogist 65 (1980) 81-95,"Locality: Gordemo, Verzasca Valley, Switzerland"
Anorthite,Ca.325 Na.16 (Si1.19 Al.81) O4,0,0.65,0,0,0.32,0,0,0,0,1.62,2.38,8,8.1736,12.8736,7.1022,93.462,116.054,90.475,669.647,,,triclinic,C1,American Mineralogist 65 (1980) 81-95,"Locality: Surtsey, Iceland"
Anorthite,(Ca0.60Na0.39K0.01)(Al1.60Si2.40)O8,0,0.6,0.01,0,0.39,0,0,0,0,1.6,2.4,8,8.172,12.875,7.102,93.46,116.06,90.47,669.5,,,triclinic,C1,Geochimica et Cosmochimica Acta 49 (1985) 947-966,"Locality: Gulela Hills, Tanzania. Sample: 67796b/1, sample was heat treated for 21 days at 1300 C"
Anorthite,(Ca0.68Na0.31K0.01)(Al1.68Si2.32)O8,0,0.68,0.01,0,0.31,0,0,0,0,1.68,2.32,8,8.176,12.876,7.102,93.46,116.03,90.51,670.1,,,triclinic,C1,Geochimica et Cosmochimica Acta 49 (1985) 947-966,"Locality: Lake County, Oregon, USA. Sample: Lake Co/1, sample was heat treated for 21 days at 1300 C"
Anorthite,(Ca0.71Na0.28K0.01)(Al1.71Si2.29)O8,0,0.71,0.01,0,0.28,0,0,0,0,1.71,2.29,8,8.18,12.88,7.102,93.45,116.01,90.56,670.7,,,triclinic,C1,Geochimica et Cosmochimica Acta 49 (1985) 947-966,"Locality: Moelyk, Bushveld complex, E. Transvaal. Sample: 42771b/2, sample was heat treated for 14 days at 1373 C"
Anorthite,Na.311Ca.687K.002Al1.687Si2.313O8,0,0.687,0.002,0,0.311,0,0,0,0,1.687,2.313,8,8.175,12.865,7.102,93.5,116.14,90.31,668.846,,,triclinic,P1,Schweizerische Mineralogische und Petrographische Mitteilungen 47 (1967) 333-349,Sample #45
Anorthite,Na.303Ca.690K.007Al1.690Si2.310O8,0,0.69,0.007,0,0.303,0,0,0,0,1.69,2.31,8,8.179,12.869,7.102,93.49,116.16,90.36,669.251,,,triclinic,P1,Schweizerische Mineralogische und Petrographische Mitteilungen 47 (1967) 333-349,Sample #103
Anorthite,(Ca0.67Na0.32K0.01)(Al1.67Si2.33)O8,0,0.67,0.01,0,0.32,0,0,0,0,1.67,2.33,8,8.177,12.877,7.101,93.45,116.01,90.55,670.3,,,triclinic,C1,Geochimica et Cosmochimica Acta 49 (1985) 947-966,"Locality: Skaergaard intrustion, E. Greenland. Sample: SKHHM/1, sample was heat treated for 10 days at 1334 C"
Anorthite,(Ca0.72Na0.28)(Al1.72Si2.28)O8,0,0.72,0,0,0.28,0,0,0,0,1.72,2.28,8,8.179,12.874,7.1,93.45,116.01,90.55,670.2,,,triclinic,C1,Geochimica et Cosmochimica Acta 49 (1985) 947-966,"Locality: Crystal Bay, Lake Superior, Minnesota, USA. Sample: Crystal Bay/1, sample was heat treated for 23 days at 1346 C"
Anorthite,Na.263Ca.731K.006Al1.731Si2.269O8,0,0.731,0.006,0,0.263,0,0,0,0,1.731,2.269,8,8.181,12.87,7.099,93.41,116.1,90.55,669.509,,,triclinic,P1,Schweizerische Mineralogische und Petrographische Mitteilungen 47 (1967) 333-349,Sample #61
Anorthite,Na.227Ca.770K.003Al1.770Si2.230O8,0,0.77,0.003,0,0.227,0,0,0,0,1.77,2.23,8,8.18,12.869,7.096,93.38,116.13,90.63,668.905,,,triclinic,P1,Schweizerische Mineralogische und Petrographische Mitteilungen 47 (1967) 333-349,Sample #36
Anorthite,Na.181Ca.819Al1.819Si2.181O8,0,0.819,0,0,0.181,0,0,0,0,1.819,2.181,8,8.181,12.871,7.096,93.34,116.1,90.79,669.212,,,triclinic,P1,Schweizerische Mineralogische und Petrographische Mitteilungen 47 (1967) 333-349,Sample #299
Anorthite,Na.198Ca.800K.002Al1.800Si2.200O8,0,0.8,0.002,0,0.198,0,0,0,0,1.8,2.2,8,8.179,12.868,7.093,93.34,116.08,90.8,668.719,,,triclinic,P1,Schweizerische Mineralogische und Petrographische Mitteilungen 47 (1967) 333-349,Sample #300
Anorthite,Na0.20Ca0.80(Al1.80Si2.20)Σ=4O8,0,0.8,0,0,0.2,0,0,0,0,1.8,2.2,8,8.171,12.872,7.092,93.55,116.17,89.97,667.868,,,triclinic,,R070510,"Locality: Larvik, Vestfold, Norway"
Anorthite,Na.069Ca.931Al1.931Si2.069O8,0,0.931,0,0,0.069,0,0,0,0,1.931,2.069,8,8.179,12.873,7.09,93.21,115.97,91.11,669.261,,,triclinic,P1,Schweizerische Mineralogische und Petrographische Mitteilungen 47 (1967) 333-349,Sample #166
Anorthite,Ca.34 Na.15 (Si1.17 Al.83) O4,0,0.68,0,0,0.3,0,0,0,0,1.66,2.34,8,8.152,12.834,7.079,93.49,116.13,90.4,663.225,,,triclinic,C1,American Mineralogist 65 (1980) 81-95,"Locality: Sissone, Bergell Alps, Switzerland"
